paymentID,PaymentMethod
2565,Credit card (automatic)
2566,Bank transfer (automatic)
2567,Bank transfer (automatic)
2568,Electronic check
2569,Mailed check
2570,Credit card (automatic)
2571,Credit card (automatic)
2572,Electronic check
2573,Bank transfer (automatic)
2574,Mailed check
2575,Bank transfer (automatic)
2576,Bank transfer (automatic)
2577,Bank transfer (automatic)
2578,Electronic check
2579,Electronic check
2580,Credit card (automatic)
2581,Electronic check
2582,Credit card (automatic)
2583,Electronic check
2584,Bank transfer (automatic)
2585,Credit card (automatic)
2586,Mailed check
2587,Mailed check
2588,Credit card (automatic)
2589,Electronic check
2590,Electronic check
2591,Bank transfer (automatic)
2592,Electronic check
2593,Mailed check
2594,Bank transfer (automatic)
2595,Bank transfer (automatic)
2596,Bank transfer (automatic)
2597,Credit card (automatic)
2598,Electronic check
2599,Electronic check
2600,Credit card (automatic)
2601,Electronic check
2602,Bank transfer (automatic)
2603,Electronic check
2604,Electronic check
2605,Bank transfer (automatic)
2606,Mailed check
2607,Electronic check
2608,Electronic check
2609,Electronic check
2610,Electronic check
2611,Credit card (automatic)
2612,Electronic check
2613,Credit card (automatic)
2614,Mailed check
2615,Credit card (automatic)
2616,Bank transfer (automatic)
2617,Bank transfer (automatic)
2618,Mailed check
2619,Electronic check
2620,Electronic check
2621,Electronic check
2622,Credit card (automatic)
2623,Electronic check
2624,Credit card (automatic)
2625,Mailed check
2626,Electronic check
2627,Electronic check
2628,Credit card (automatic)
2629,Mailed check
2630,Credit card (automatic)
2631,Credit card (automatic)
2632,Electronic check
2633,Mailed check
2634,Bank transfer (automatic)
2635,Electronic check
2636,Mailed check
2637,Credit card (automatic)
2638,Credit card (automatic)
2639,Bank transfer (automatic)
2640,Electronic check
2641,Bank transfer (automatic)
2642,Credit card (automatic)
2643,Electronic check
2644,Electronic check
2645,Credit card (automatic)
2646,Credit card (automatic)
2647,Credit card (automatic)
2648,Mailed check
2649,Electronic check
2650,Credit card (automatic)
2651,Credit card (automatic)
2652,Electronic check
2653,Mailed check
2654,Credit card (automatic)
2655,Electronic check
2656,Mailed check
2657,Electronic check
2658,Electronic check
2659,Mailed check
2660,Credit card (automatic)
2661,Credit card (automatic)
2662,Mailed check
2663,Electronic check
2664,Credit card (automatic)
2665,Credit card (automatic)
2666,Electronic check
2667,Credit card (automatic)
2668,Credit card (automatic)
2669,Mailed check
2670,Electronic check
2671,Mailed check
2672,Electronic check
2673,Bank transfer (automatic)
2674,Bank transfer (automatic)
2675,Mailed check
2676,Mailed check
2677,Mailed check
2678,Credit card (automatic)
2679,Mailed check
2680,Electronic check
2681,Bank transfer (automatic)
2682,Credit card (automatic)
2683,Mailed check
2684,Mailed check
2685,Bank transfer (automatic)
2686,Bank transfer (automatic)
2687,Electronic check
2688,Electronic check
2689,Electronic check
2690,Credit card (automatic)
2691,Credit card (automatic)
2692,Electronic check
2693,Electronic check
2694,Bank transfer (automatic)
2695,Credit card (automatic)
2696,Credit card (automatic)
2697,Mailed check
2698,Bank transfer (automatic)
2699,Mailed check
2700,Electronic check
2701,Electronic check
2702,Credit card (automatic)
2703,Electronic check
2704,Mailed check
2705,Credit card (automatic)
2706,Bank transfer (automatic)
2707,Electronic check
2708,Electronic check
2709,Electronic check
2710,Electronic check
2711,Credit card (automatic)
2712,Bank transfer (automatic)
2713,Mailed check
2714,Mailed check
2715,Bank transfer (automatic)
2716,Bank transfer (automatic)
2717,Mailed check
2718,Bank transfer (automatic)
2719,Bank transfer (automatic)
2720,Credit card (automatic)
2721,Electronic check
2722,Electronic check
2723,Mailed check
2724,Credit card (automatic)
2725,Bank transfer (automatic)
2726,Electronic check
2727,Mailed check
2728,Bank transfer (automatic)
2729,Electronic check
2730,Electronic check
2731,Bank transfer (automatic)
2732,Credit card (automatic)
2733,Credit card (automatic)
2734,Mailed check
2735,Mailed check
2736,Bank transfer (automatic)
2737,Electronic check
2738,Credit card (automatic)
2739,Bank transfer (automatic)
2740,Bank transfer (automatic)
2741,Mailed check
2742,Electronic check
2743,Bank transfer (automatic)
2744,Electronic check
2745,Credit card (automatic)
2746,Electronic check
2747,Mailed check
2748,Mailed check
2749,Electronic check
2750,Bank transfer (automatic)
2751,Mailed check
2752,Mailed check
2753,Bank transfer (automatic)
2754,Mailed check
2755,Mailed check
2756,Electronic check
2757,Mailed check
2758,Bank transfer (automatic)
2759,Mailed check
2760,Bank transfer (automatic)
2761,Credit card (automatic)
2762,Electronic check
2763,Bank transfer (automatic)
2764,Electronic check
2765,Electronic check
2766,Electronic check
2767,Electronic check
2768,Bank transfer (automatic)
2769,Mailed check
2770,Bank transfer (automatic)
2771,Electronic check
2772,Mailed check
2773,Credit card (automatic)
2774,Electronic check
2775,Mailed check
2776,Electronic check
2777,Credit card (automatic)
2778,Electronic check
2779,Mailed check
2780,Electronic check
2781,Mailed check
2782,Electronic check
2783,Bank transfer (automatic)
2784,Electronic check
2785,Bank transfer (automatic)
2786,Electronic check
2787,Mailed check
2788,Mailed check
2789,Credit card (automatic)
2790,Credit card (automatic)
2791,Electronic check
2792,Bank transfer (automatic)
2793,Electronic check
2794,Electronic check
2795,Electronic check
2796,Electronic check
2797,Bank transfer (automatic)
2798,Electronic check
2799,Electronic check
2800,Bank transfer (automatic)
2801,Mailed check
2802,Credit card (automatic)
2803,Electronic check
2804,Bank transfer (automatic)
2805,Bank transfer (automatic)
2806,Bank transfer (automatic)
2807,Electronic check
2808,Mailed check
2809,Electronic check
2810,Electronic check
2811,Bank transfer (automatic)
2812,Mailed check
2813,Electronic check
2814,Mailed check
2815,Bank transfer (automatic)
2816,Mailed check
2817,Electronic check
2818,Credit card (automatic)
2819,Credit card (automatic)
2820,Electronic check
2821,Bank transfer (automatic)
2822,Electronic check
2823,Credit card (automatic)
2824,Bank transfer (automatic)
2825,Mailed check
2826,Electronic check
2827,Electronic check
2828,Mailed check
2829,Mailed check
2830,Electronic check
2831,Electronic check
2832,Electronic check
2833,Credit card (automatic)
2834,Bank transfer (automatic)
2835,Mailed check
2836,Credit card (automatic)
2837,Electronic check
2838,Mailed check
2839,Mailed check
2840,Bank transfer (automatic)
2841,Mailed check
2842,Electronic check
2843,Mailed check
2844,Mailed check
2845,Electronic check
2846,Electronic check
2847,Mailed check
2848,Bank transfer (automatic)
2849,Credit card (automatic)
2850,Mailed check
2851,Electronic check
2852,Mailed check
2853,Bank transfer (automatic)
2854,Bank transfer (automatic)
2855,Bank transfer (automatic)
2856,Mailed check
2857,Electronic check
2858,Bank transfer (automatic)
2859,Mailed check
2860,Credit card (automatic)
2861,Credit card (automatic)
2862,Electronic check
2863,Electronic check
2864,Mailed check
2865,Bank transfer (automatic)
2866,Bank transfer (automatic)
2867,Electronic check
2868,Credit card (automatic)
2869,Electronic check
2870,Electronic check
2871,Electronic check
2872,Electronic check
2873,Electronic check
2874,Bank transfer (automatic)
2875,Credit card (automatic)
2876,Electronic check
2877,Credit card (automatic)
2878,Electronic check
2879,Bank transfer (automatic)
2880,Electronic check
2881,Bank transfer (automatic)
2882,Electronic check
2883,Electronic check
2884,Mailed check
2885,Bank transfer (automatic)
2886,Credit card (automatic)
2887,Bank transfer (automatic)
2888,Mailed check
2889,Electronic check
2890,Mailed check
2891,Bank transfer (automatic)
2892,Electronic check
2893,Mailed check
2894,Electronic check
2895,Credit card (automatic)
2896,Bank transfer (automatic)
2897,Electronic check
2898,Bank transfer (automatic)
2899,Mailed check
2900,Bank transfer (automatic)
2901,Electronic check
2902,Electronic check
2903,Electronic check
2904,Mailed check
2905,Mailed check
2906,Electronic check
2907,Mailed check
2908,Mailed check
2909,Electronic check
2910,Electronic check
2911,Credit card (automatic)
2912,Bank transfer (automatic)
2913,Electronic check
2914,Credit card (automatic)
2915,Bank transfer (automatic)
2916,Bank transfer (automatic)
2917,Credit card (automatic)
2918,Bank transfer (automatic)
2919,Mailed check
2920,Credit card (automatic)
2921,Mailed check
2922,Electronic check
2923,Mailed check
2924,Mailed check
2925,Electronic check
2926,Mailed check
2927,Electronic check
2928,Electronic check
2929,Bank transfer (automatic)
2930,Mailed check
2931,Mailed check
2932,Bank transfer (automatic)
2933,Electronic check
2934,Bank transfer (automatic)
2935,Bank transfer (automatic)
2936,Bank transfer (automatic)
2937,Mailed check
2938,Electronic check
2939,Bank transfer (automatic)
2940,Mailed check
2941,Electronic check
2942,Credit card (automatic)
2943,Electronic check
2944,Mailed check
2945,Bank transfer (automatic)
2946,Electronic check
2947,Electronic check
2948,Credit card (automatic)
2949,Electronic check
2950,Credit card (automatic)
2951,Electronic check
2952,Mailed check
2953,Credit card (automatic)
2954,Bank transfer (automatic)
2955,Mailed check
2956,Electronic check
2957,Electronic check
2958,Mailed check
2959,Credit card (automatic)
2960,Electronic check
2961,Electronic check
2962,Mailed check
2963,Mailed check
2964,Credit card (automatic)
2965,Electronic check
2966,Credit card (automatic)
2967,Electronic check
2968,Electronic check
2969,Electronic check
2970,Electronic check
2971,Mailed check
2972,Credit card (automatic)
2973,Credit card (automatic)
2974,Electronic check
2975,Credit card (automatic)
2976,Mailed check
2977,Credit card (automatic)
2978,Mailed check
2979,Electronic check
2980,Electronic check
2981,Credit card (automatic)
2982,Bank transfer (automatic)
2983,Credit card (automatic)
2984,Credit card (automatic)
2985,Mailed check
2986,Mailed check
2987,Credit card (automatic)
2988,Mailed check
2989,Electronic check
2990,Mailed check
2991,Mailed check
2992,Electronic check
2993,Mailed check
2994,Mailed check
2995,Credit card (automatic)
2996,Bank transfer (automatic)
2997,Mailed check
2998,Electronic check
2999,Electronic check
3000,Mailed check
3001,Electronic check
3002,Mailed check
3003,Electronic check
3004,Electronic check
3005,Mailed check
3006,Mailed check
3007,Electronic check
3008,Electronic check
3009,Mailed check
3010,Mailed check
3011,Mailed check
3012,Mailed check
3013,Credit card (automatic)
3014,Credit card (automatic)
3015,Electronic check
3016,Electronic check
3017,Electronic check
3018,Mailed check
3019,Credit card (automatic)
3020,Electronic check
3021,Credit card (automatic)
3022,Mailed check
3023,Mailed check
3024,Credit card (automatic)
3025,Mailed check
3026,Mailed check
3027,Electronic check
3028,Mailed check
3029,Mailed check
3030,Credit card (automatic)
3031,Electronic check
3032,Electronic check
3033,Credit card (automatic)
3034,Bank transfer (automatic)
3035,Electronic check
3036,Electronic check
3037,Bank transfer (automatic)
3038,Credit card (automatic)
3039,Electronic check
3040,Credit card (automatic)
3041,Credit card (automatic)
3042,Electronic check
3043,Bank transfer (automatic)
3044,Electronic check
3045,Mailed check
3046,Electronic check
3047,Bank transfer (automatic)
3048,Bank transfer (automatic)
3049,Electronic check
3050,Electronic check
3051,Credit card (automatic)
3052,Bank transfer (automatic)
3053,Mailed check
3054,Bank transfer (automatic)
3055,Bank transfer (automatic)
3056,Credit card (automatic)
3057,Credit card (automatic)
3058,Electronic check
3059,Mailed check
3060,Mailed check
3061,Credit card (automatic)
3062,Electronic check
3063,Mailed check
3064,Electronic check
3065,Electronic check
3066,Mailed check
3067,Mailed check
3068,Electronic check
3069,Credit card (automatic)
3070,Mailed check
3071,Credit card (automatic)
3072,Mailed check
3073,Electronic check
3074,Bank transfer (automatic)
3075,Credit card (automatic)
3076,Bank transfer (automatic)
3077,Electronic check
3078,Credit card (automatic)
3079,Electronic check
3080,Bank transfer (automatic)
3081,Mailed check
3082,Electronic check
3083,Credit card (automatic)
3084,Credit card (automatic)
3085,Mailed check
3086,Bank transfer (automatic)
3087,Bank transfer (automatic)
3088,Electronic check
3089,Mailed check
3090,Credit card (automatic)
3091,Mailed check
3092,Bank transfer (automatic)
3093,Mailed check
3094,Credit card (automatic)
3095,Credit card (automatic)
3096,Electronic check
3097,Credit card (automatic)
3098,Mailed check
3099,Mailed check
3100,Mailed check
3101,Credit card (automatic)
3102,Bank transfer (automatic)
3103,Electronic check
3104,Electronic check
3105,Electronic check
3106,Bank transfer (automatic)
3107,Credit card (automatic)
3108,Bank transfer (automatic)
3109,Credit card (automatic)
3110,Bank transfer (automatic)
3111,Mailed check
3112,Electronic check
3113,Bank transfer (automatic)
3114,Electronic check
3115,Bank transfer (automatic)
3116,Electronic check
3117,Credit card (automatic)
3118,Electronic check
3119,Credit card (automatic)
3120,Credit card (automatic)
3121,Credit card (automatic)
3122,Electronic check
3123,Bank transfer (automatic)
3124,Credit card (automatic)
3125,Bank transfer (automatic)
3126,Mailed check
3127,Credit card (automatic)
3128,Electronic check
3129,Credit card (automatic)
3130,Bank transfer (automatic)
3131,Bank transfer (automatic)
3132,Bank transfer (automatic)
3133,Mailed check
3134,Bank transfer (automatic)
3135,Bank transfer (automatic)
3136,Electronic check
3137,Electronic check
3138,Bank transfer (automatic)
3139,Electronic check
3140,Bank transfer (automatic)
3141,Electronic check
3142,Credit card (automatic)
3143,Mailed check
3144,Electronic check
3145,Mailed check
3146,Bank transfer (automatic)
3147,Mailed check
3148,Electronic check
3149,Credit card (automatic)
3150,Mailed check
3151,Mailed check
3152,Mailed check
3153,Bank transfer (automatic)
3154,Electronic check
3155,Electronic check
3156,Mailed check
3157,Mailed check
3158,Mailed check
3159,Mailed check
3160,Electronic check
3161,Bank transfer (automatic)
3162,Mailed check
3163,Mailed check
3164,Electronic check
3165,Electronic check
3166,Mailed check
3167,Bank transfer (automatic)
3168,Mailed check
3169,Mailed check
3170,Electronic check
3171,Electronic check
3172,Credit card (automatic)
3173,Electronic check
3174,Mailed check
3175,Credit card (automatic)
3176,Bank transfer (automatic)
3177,Mailed check
3178,Mailed check
3179,Electronic check
3180,Mailed check
3181,Mailed check
3182,Mailed check
3183,Credit card (automatic)
3184,Mailed check
3185,Credit card (automatic)
3186,Mailed check
3187,Credit card (automatic)
3188,Electronic check
3189,Electronic check
3190,Mailed check
3191,Bank transfer (automatic)
3192,Credit card (automatic)
3193,Bank transfer (automatic)
3194,Mailed check
3195,Credit card (automatic)
3196,Electronic check
3197,Mailed check
3198,Bank transfer (automatic)
3199,Bank transfer (automatic)
3200,Bank transfer (automatic)
3201,Electronic check
3202,Mailed check
3203,Electronic check
3204,Bank transfer (automatic)
3205,Bank transfer (automatic)
3206,Bank transfer (automatic)
3207,Mailed check
3208,Credit card (automatic)
3209,Credit card (automatic)
3210,Electronic check
3211,Mailed check
3212,Credit card (automatic)
3213,Electronic check
3214,Credit card (automatic)
3215,Bank transfer (automatic)
3216,Electronic check
3217,Mailed check
3218,Mailed check
3219,Credit card (automatic)
3220,Mailed check
3221,Credit card (automatic)
3222,Electronic check
3223,Bank transfer (automatic)
3224,Credit card (automatic)
3225,Electronic check
3226,Electronic check
3227,Mailed check
3228,Mailed check
3229,Electronic check
3230,Electronic check
3231,Mailed check
3232,Mailed check
3233,Mailed check
3234,Electronic check
3235,Mailed check
3236,Credit card (automatic)
3237,Electronic check
3238,Credit card (automatic)
3239,Credit card (automatic)
3240,Mailed check
3241,Bank transfer (automatic)
3242,Mailed check
3243,Mailed check
3244,Electronic check
3245,Credit card (automatic)
3246,Electronic check
3247,Mailed check
3248,Bank transfer (automatic)
3249,Electronic check
3250,Mailed check
3251,Mailed check
3252,Bank transfer (automatic)
3253,Mailed check
3254,Credit card (automatic)
3255,Electronic check
3256,Credit card (automatic)
3257,Bank transfer (automatic)
3258,Mailed check
3259,Electronic check
3260,Credit card (automatic)
3261,Electronic check
3262,Credit card (automatic)
3263,Electronic check
3264,Bank transfer (automatic)
3265,Electronic check
3266,Electronic check
3267,Bank transfer (automatic)
3268,Mailed check
3269,Mailed check
3270,Credit card (automatic)
3271,Mailed check
3272,Electronic check
3273,Electronic check
3274,Electronic check
3275,Electronic check
3276,Mailed check
3277,Electronic check
3278,Mailed check
3279,Bank transfer (automatic)
3280,Credit card (automatic)
3281,Electronic check
3282,Electronic check
3283,Bank transfer (automatic)
3284,Credit card (automatic)
3285,Electronic check
3286,Credit card (automatic)
3287,Electronic check
3288,Electronic check
3289,Mailed check
3290,Bank transfer (automatic)
3291,Mailed check
3292,Electronic check
3293,Credit card (automatic)
3294,Electronic check
3295,Mailed check
3296,Bank transfer (automatic)
3297,Credit card (automatic)
3298,Credit card (automatic)
3299,Mailed check
3300,Credit card (automatic)
3301,Mailed check
3302,Electronic check
3303,Electronic check
3304,Bank transfer (automatic)
3305,Electronic check
3306,Electronic check
3307,Electronic check
3308,Electronic check
3309,Mailed check
3310,Credit card (automatic)
3311,Electronic check
3312,Electronic check
3313,Mailed check
3314,Electronic check
3315,Electronic check
3316,Bank transfer (automatic)
3317,Bank transfer (automatic)
3318,Credit card (automatic)
3319,Mailed check
3320,Electronic check
3321,Credit card (automatic)
3322,Mailed check
3323,Electronic check
3324,Mailed check
3325,Electronic check
3326,Electronic check
3327,Credit card (automatic)
3328,Electronic check
3329,Electronic check
3330,Mailed check
3331,Electronic check
3332,Mailed check
3333,Mailed check
3334,Bank transfer (automatic)
3335,Electronic check
3336,Electronic check
3337,Mailed check
3338,Electronic check
3339,Electronic check
3340,Credit card (automatic)
3341,Credit card (automatic)
3342,Mailed check
3343,Credit card (automatic)
3344,Bank transfer (automatic)
3345,Mailed check
3346,Electronic check
3347,Electronic check
3348,Mailed check
3349,Electronic check
3350,Electronic check
3351,Mailed check
3352,Mailed check
3353,Mailed check
3354,Credit card (automatic)
3355,Bank transfer (automatic)
3356,Credit card (automatic)
3357,Mailed check
3358,Electronic check
3359,Mailed check
3360,Mailed check
3361,Electronic check
3362,Credit card (automatic)
3363,Electronic check
3364,Bank transfer (automatic)
3365,Electronic check
3366,Mailed check
3367,Electronic check
3368,Mailed check
3369,Electronic check
3370,Electronic check
3371,Bank transfer (automatic)
3372,Mailed check
3373,Bank transfer (automatic)
3374,Mailed check
3375,Mailed check
3376,Bank transfer (automatic)
3377,Mailed check
3378,Credit card (automatic)
3379,Mailed check
3380,Mailed check
3381,Electronic check
3382,Bank transfer (automatic)
3383,Credit card (automatic)
3384,Electronic check
3385,Electronic check
3386,Electronic check
3387,Electronic check
3388,Mailed check
3389,Mailed check
3390,Mailed check
3391,Credit card (automatic)
3392,Mailed check
3393,Mailed check
3394,Bank transfer (automatic)
3395,Electronic check
3396,Bank transfer (automatic)
3397,Credit card (automatic)
3398,Electronic check
3399,Credit card (automatic)
3400,Credit card (automatic)
3401,Bank transfer (automatic)
3402,Bank transfer (automatic)
3403,Electronic check
3404,Credit card (automatic)
3405,Credit card (automatic)
3406,Bank transfer (automatic)
3407,Mailed check
3408,Bank transfer (automatic)
3409,Credit card (automatic)
3410,Electronic check
3411,Credit card (automatic)
3412,Electronic check
3413,Mailed check
3414,Credit card (automatic)
3415,Mailed check
3416,Electronic check
3417,Mailed check
3418,Bank transfer (automatic)
3419,Electronic check
3420,Mailed check
3421,Bank transfer (automatic)
3422,Bank transfer (automatic)
3423,Bank transfer (automatic)
3424,Mailed check
3425,Electronic check
3426,Bank transfer (automatic)
3427,Electronic check
3428,Electronic check
3429,Bank transfer (automatic)
3430,Bank transfer (automatic)
3431,Electronic check
3432,Electronic check
3433,Credit card (automatic)
3434,Electronic check
3435,Mailed check
3436,Credit card (automatic)
3437,Bank transfer (automatic)
3438,Credit card (automatic)
3439,Electronic check
3440,Bank transfer (automatic)
3441,Credit card (automatic)
3442,Mailed check
3443,Credit card (automatic)
3444,Credit card (automatic)
3445,Mailed check
3446,Electronic check
3447,Electronic check
3448,Credit card (automatic)
3449,Credit card (automatic)
3450,Credit card (automatic)
3451,Electronic check
3452,Bank transfer (automatic)
3453,Mailed check
3454,Electronic check
3455,Mailed check
3456,Electronic check
3457,Mailed check
3458,Mailed check
3459,Bank transfer (automatic)
3460,Mailed check
3461,Credit card (automatic)
3462,Electronic check
3463,Mailed check
3464,Electronic check
3465,Bank transfer (automatic)
3466,Electronic check
3467,Credit card (automatic)
3468,Electronic check
3469,Mailed check
3470,Electronic check
3471,Credit card (automatic)
3472,Mailed check
3473,Electronic check
3474,Bank transfer (automatic)
3475,Electronic check
3476,Mailed check
3477,Electronic check
3478,Electronic check
3479,Electronic check
3480,Mailed check
3481,Credit card (automatic)
3482,Electronic check
3483,Bank transfer (automatic)
3484,Electronic check
3485,Electronic check
3486,Credit card (automatic)
3487,Bank transfer (automatic)
3488,Bank transfer (automatic)
3489,Mailed check
3490,Credit card (automatic)
3491,Electronic check
3492,Electronic check
3493,Mailed check
3494,Bank transfer (automatic)
3495,Bank transfer (automatic)
3496,Electronic check
3497,Bank transfer (automatic)
3498,Electronic check
3499,Electronic check
3500,Mailed check
3501,Electronic check
3502,Mailed check
3503,Electronic check
3504,Electronic check
3505,Bank transfer (automatic)
3506,Electronic check
3507,Electronic check
3508,Mailed check
3509,Bank transfer (automatic)
3510,Mailed check
3511,Electronic check
3512,Mailed check
3513,Bank transfer (automatic)
3514,Bank transfer (automatic)
3515,Electronic check
3516,Credit card (automatic)
3517,Electronic check
3518,Bank transfer (automatic)
3519,Mailed check
3520,Electronic check
3521,Mailed check
3522,Electronic check
3523,Credit card (automatic)
3524,Credit card (automatic)
3525,Credit card (automatic)
3526,Electronic check
3527,Electronic check
3528,Bank transfer (automatic)
3529,Mailed check
3530,Electronic check
3531,Mailed check
3532,Credit card (automatic)
3533,Electronic check
3534,Mailed check
3535,Bank transfer (automatic)
3536,Credit card (automatic)
3537,Mailed check
3538,Mailed check
3539,Credit card (automatic)
3540,Mailed check
3541,Bank transfer (automatic)
3542,Bank transfer (automatic)
3543,Credit card (automatic)
3544,Bank transfer (automatic)
3545,Electronic check
3546,Electronic check
3547,Electronic check
3548,Credit card (automatic)
3549,Credit card (automatic)
3550,Bank transfer (automatic)
3551,Electronic check
3552,Electronic check
3553,Bank transfer (automatic)
3554,Bank transfer (automatic)
3555,Electronic check
3556,Electronic check
3557,Mailed check
3558,Bank transfer (automatic)
3559,Bank transfer (automatic)
3560,Credit card (automatic)
3561,Mailed check
3562,Electronic check
3563,Electronic check
3564,Credit card (automatic)
3565,Credit card (automatic)
3566,Electronic check
3567,Electronic check
3568,Credit card (automatic)
3569,Bank transfer (automatic)
3570,Mailed check
3571,Mailed check
3572,Electronic check
3573,Electronic check
3574,Bank transfer (automatic)
3575,Mailed check
3576,Electronic check
3577,Bank transfer (automatic)
3578,Mailed check
3579,Mailed check
3580,Electronic check
3581,Mailed check
3582,Credit card (automatic)
3583,Electronic check
3584,Mailed check
3585,Mailed check
3586,Mailed check
3587,Mailed check
3588,Credit card (automatic)
3589,Credit card (automatic)
3590,Bank transfer (automatic)
3591,Bank transfer (automatic)
3592,Electronic check
3593,Electronic check
3594,Mailed check
3595,Electronic check
3596,Bank transfer (automatic)
3597,Electronic check
3598,Credit card (automatic)
3599,Electronic check
3600,Mailed check
3601,Electronic check
3602,Credit card (automatic)
3603,Bank transfer (automatic)
3604,Mailed check
3605,Electronic check
3606,Electronic check
3607,Electronic check
3608,Mailed check
3609,Electronic check
3610,Electronic check
3611,Bank transfer (automatic)
3612,Credit card (automatic)
3613,Electronic check
3614,Bank transfer (automatic)
3615,Bank transfer (automatic)
3616,Electronic check
3617,Credit card (automatic)
3618,Electronic check
3619,Electronic check
3620,Bank transfer (automatic)
3621,Electronic check
3622,Mailed check
3623,Credit card (automatic)
3624,Bank transfer (automatic)
3625,Credit card (automatic)
3626,Credit card (automatic)
3627,Bank transfer (automatic)
3628,Mailed check
3629,Mailed check
3630,Mailed check
3631,Bank transfer (automatic)
3632,Electronic check
3633,Mailed check
3634,Electronic check
3635,Bank transfer (automatic)
3636,Electronic check
3637,Credit card (automatic)
3638,Mailed check
3639,Credit card (automatic)
3640,Credit card (automatic)
3641,Electronic check
3642,Bank transfer (automatic)
3643,Electronic check
3644,Credit card (automatic)
3645,Mailed check
3646,Mailed check
3647,Electronic check
3648,Electronic check
3649,Electronic check
3650,Credit card (automatic)
3651,Mailed check
3652,Credit card (automatic)
3653,Electronic check
3654,Bank transfer (automatic)
3655,Credit card (automatic)
3656,Bank transfer (automatic)
3657,Mailed check
3658,Bank transfer (automatic)
3659,Electronic check
3660,Credit card (automatic)
3661,Credit card (automatic)
3662,Credit card (automatic)
3663,Electronic check
3664,Mailed check
3665,Mailed check
3666,Electronic check
3667,Bank transfer (automatic)
3668,Electronic check
3669,Bank transfer (automatic)
3670,Electronic check
3671,Bank transfer (automatic)
3672,Electronic check
3673,Credit card (automatic)
3674,Electronic check
3675,Electronic check
3676,Mailed check
3677,Electronic check
3678,Mailed check
3679,Electronic check
3680,Mailed check
3681,Mailed check
3682,Electronic check
3683,Electronic check
3684,Bank transfer (automatic)
3685,Credit card (automatic)
3686,Bank transfer (automatic)
3687,Mailed check
3688,Bank transfer (automatic)
3689,Bank transfer (automatic)
3690,Electronic check
3691,Credit card (automatic)
3692,Bank transfer (automatic)
3693,Bank transfer (automatic)
3694,Bank transfer (automatic)
3695,Credit card (automatic)
3696,Electronic check
3697,Electronic check
3698,Electronic check
3699,Electronic check
3700,Bank transfer (automatic)
3701,Electronic check
3702,Electronic check
3703,Electronic check
3704,Mailed check
3705,Credit card (automatic)
3706,Credit card (automatic)
3707,Mailed check
3708,Bank transfer (automatic)
3709,Mailed check
3710,Mailed check
3711,Mailed check
3712,Bank transfer (automatic)
3713,Electronic check
3714,Electronic check
3715,Bank transfer (automatic)
3716,Electronic check
3717,Electronic check
3718,Bank transfer (automatic)
3719,Electronic check
3720,Credit card (automatic)
3721,Credit card (automatic)
3722,Mailed check
3723,Bank transfer (automatic)
3724,Mailed check
3725,Bank transfer (automatic)
3726,Mailed check
3727,Credit card (automatic)
3728,Electronic check
3729,Bank transfer (automatic)
3730,Credit card (automatic)
3731,Credit card (automatic)
3732,Electronic check
3733,Bank transfer (automatic)
3734,Bank transfer (automatic)
3735,Bank transfer (automatic)
3736,Electronic check
3737,Bank transfer (automatic)
3738,Mailed check
3739,Electronic check
3740,Electronic check
3741,Electronic check
3742,Credit card (automatic)
3743,Electronic check
3744,Electronic check
3745,Bank transfer (automatic)
3746,Electronic check
3747,Electronic check
3748,Mailed check
3749,Credit card (automatic)
3750,Electronic check
3751,Electronic check
3752,Bank transfer (automatic)
3753,Electronic check
3754,Mailed check
3755,Mailed check
3756,Electronic check
3757,Mailed check
3758,Credit card (automatic)
3759,Bank transfer (automatic)
3760,Credit card (automatic)
3761,Credit card (automatic)
3762,Credit card (automatic)
3763,Electronic check
3764,Electronic check
3765,Electronic check
3766,Mailed check
3767,Electronic check
3768,Credit card (automatic)
3769,Credit card (automatic)
3770,Electronic check
3771,Bank transfer (automatic)
3772,Electronic check
3773,Electronic check
3774,Mailed check
3775,Electronic check
3776,Electronic check
3777,Mailed check
3778,Bank transfer (automatic)
3779,Bank transfer (automatic)
3780,Credit card (automatic)
3781,Credit card (automatic)
3782,Mailed check
3783,Electronic check
3784,Electronic check
3785,Electronic check
3786,Electronic check
3787,Bank transfer (automatic)
3788,Electronic check
3789,Bank transfer (automatic)
3790,Mailed check
3791,Credit card (automatic)
3792,Electronic check
3793,Electronic check
3794,Mailed check
3795,Mailed check
3796,Electronic check
3797,Electronic check
3798,Electronic check
3799,Electronic check
3800,Credit card (automatic)
3801,Credit card (automatic)
3802,Electronic check
3803,Mailed check
3804,Electronic check
3805,Electronic check
3806,Electronic check
3807,Electronic check
3808,Electronic check
3809,Mailed check
3810,Credit card (automatic)
3811,Electronic check
3812,Mailed check
3813,Bank transfer (automatic)
3814,Electronic check
3815,Credit card (automatic)
3816,Electronic check
3817,Bank transfer (automatic)
3818,Mailed check
3819,Credit card (automatic)
3820,Bank transfer (automatic)
3821,Credit card (automatic)
3822,Electronic check
3823,Mailed check
3824,Bank transfer (automatic)
3825,Mailed check
3826,Mailed check
3827,Mailed check
3828,Mailed check
3829,Bank transfer (automatic)
3830,Electronic check
3831,Electronic check
3832,Electronic check
3833,Credit card (automatic)
3834,Bank transfer (automatic)
3835,Bank transfer (automatic)
3836,Mailed check
3837,Bank transfer (automatic)
3838,Electronic check
